City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Uberaba,BR,-19.7483,-47.9319,75.78,69,0,3.44,clear sky
348,Talara,PE,-4.5772,-81.2719,74.14,75,62,13.2,broken clouds
349,Holme,DK,56.1138,10.1725,40.57,80,53,8.46,broken clouds
350,Port Lincoln,AU,-34.7333,135.8667,66.65,57,25,11.99,scattered clouds
351,Longyearbyen,SJ,78.2186,15.6401,-2.36,71,75,9.22,broken clouds
352,La Ronge,CA,55.1001,-105.2842,21.45,58,100,20.71,overcast clouds
353,Payo,ID,-3.7508,103.6372,87.76,61,100,1.97,overcast clouds
354,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,80,97,13.22,overcast clouds
355,Kudahuvadhoo,MV,2.6708,72.8944,83.07,64,18,14.72,few clouds
356,Mountain Home,US,43.133,-115.6912,54.88,100,0,8.05,clear sky
357,Wanaka,NZ,-44.7,169.15,64.08,54,52,4.41,broken clouds
358,Tigil,RU,57.8,158.6667,24.4,77,82,10.6,broken clouds
359,Port Hawkesbury,CA,45.6169,-61.3485,31.95,86,100,6.91,light snow
360,Dolores,AR,-36.3132,-57.6792,50.4,84,92,6.17,overcast clouds
361,Cave Spring,US,37.2276,-80.0128,57.18,55,40,9.22,scattered clouds
362,Dalaba,GN,10.7,-12.25,63.73,86,37,3.4,scattered clouds
363,Conde,BR,-7.2597,-34.9075,74.66,94,0,2.3,clear sky
364,Zhaoyuan,CN,37.3592,120.3964,48.51,95,100,6.78,light rain
365,Husavik,IS,66.0449,-17.3389,22.57,76,100,9.86,overcast clouds
366,Ketchikan,US,55.3422,-131.6461,48.18,65,100,11.5,overcast clouds
367,Lagoa,PT,39.05,-27.9833,59.79,88,100,33.31,overcast clouds
368,Paamiut,GL,61.994,-49.6678,12.74,71,1,7.43,clear sky
369,Bilma,NE,18.6853,12.9164,67.05,17,2,11.52,clear sky
370,Tambo,PE,-14.8,-73.9167,39.07,88,71,1.45,broken clouds
371,Turmalina,BR,-17.2856,-42.73,63.86,98,11,2.62,few clouds
372,Dunedin,NZ,-45.8742,170.5036,61.3,63,3,6.22,clear sky
373,Mayumba,GA,-3.432,10.6554,78.8,92,56,5.79,moderate rain
374,Boueni,YT,-12.9025,45.0761,78.78,73,96,5.97,overcast clouds
375,Cuenca,EC,-2.8833,-78.9833,55.53,94,87,0.0,overcast clouds
376,Cabedelo,BR,-6.9811,-34.8339,75.87,82,73,7.27,broken clouds
377,Rafraf,TN,37.1904,10.1837,52.11,74,99,19.55,overcast clouds
378,Lincoln,US,40.8,-96.667,39.16,83,20,0.0,few clouds
379,Bell Ville,AR,-32.6259,-62.6887,59.81,34,99,22.32,overcast clouds
380,Avera,US,33.194,-82.5271,55.45,64,100,5.68,overcast clouds
381,Pochutla,MX,15.7432,-96.4661,79.83,83,93,4.16,overcast clouds
382,Trail,CA,49.0998,-117.7022,42.67,88,100,2.86,overcast clouds
383,Presidente Franco,PY,-25.5333,-54.6167,70.32,100,100,4.61,thunderstorm with rain
384,Sterling,US,39.0062,-77.4286,53.22,95,100,12.66,mist
385,Orsk,RU,51.2049,58.5668,22.1,86,99,22.37,overcast clouds
386,Sandovo,RU,58.4602,36.4128,31.08,97,100,6.62,overcast clouds
387,Meulaboh,ID,4.1363,96.1285,82.96,75,60,0.94,broken clouds
388,Wattegama,LK,6.7989,81.4808,81.63,68,9,3.76,clear sky
389,Nuuk,GL,64.1835,-51.7216,20.01,58,20,3.44,few clouds
390,Krasnystaw,PL,50.9846,23.1742,35.8,85,8,6.73,clear sky
391,Kirsanov,RU,52.6549,42.7224,28.81,96,99,3.22,overcast clouds
392,Garden City,US,42.3256,-83.331,44.89,80,75,5.75,broken clouds
393,Yulara,AU,-25.2406,130.9889,84.04,32,0,16.11,clear sky
394,Krasnoselkup,RU,65.7,82.4667,10.08,95,99,10.74,overcast clouds
395,Solenzo,BF,12.1833,-4.0833,89.56,30,97,5.68,overcast clouds
396,Ghindari,RO,46.5,24.9167,27.23,69,62,2.73,broken clouds
397,Ribeira Grande,PT,38.5167,-28.7,60.66,90,100,27.65,overcast clouds
398,Grindavik,IS,63.8424,-22.4338,37.35,80,100,17.27,overcast clouds
399,Saint-Louis,SN,16.3333,-15.0,71.24,33,4,10.42,clear sky
400,Lebu,CL,-37.6167,-73.65,54.64,82,2,20.85,clear sky
401,Sayat,TM,38.7839,63.8803,42.67,67,100,9.86,overcast clouds
402,Yenagoa,NG,4.9247,6.2642,77.9,94,86,3.49,overcast clouds
403,Sawtell,AU,-30.3833,153.1,71.62,88,75,6.91,light intensity shower rain
404,Dese,ET,11.1333,39.6333,52.79,68,2,0.98,clear sky
405,Mar Del Plata,AR,-38.0023,-57.5575,60.1,85,100,10.0,light rain
406,Aranos,NA,-24.1333,19.1167,67.15,72,98,4.72,overcast clouds
407,Qarayeri,AZ,40.7886,46.3066,34.68,75,40,11.5,scattered clouds
408,Barra Dos Coqueiros,BR,-10.9089,-37.0386,78.82,83,20,4.61,few clouds
409,Nea Apollonia,GR,40.6333,23.45,54.63,44,0,4.88,clear sky
410,Khani,GE,41.9563,42.9566,31.57,91,91,4.76,overcast clouds
411,Kirkwall,GB,58.9848,-2.9587,48.96,93,75,0.0,broken clouds
412,Cape Canaveral,US,28.4058,-80.6048,71.01,80,100,14.97,haze
413,Kavaratti,IN,10.5669,72.642,82.18,68,6,5.14,clear sky
414,Tazovskiy,RU,67.4667,78.7,4.8,96,100,9.19,overcast clouds
415,Jardim,BR,-21.4803,-56.1381,75.65,79,89,4.12,moderate rain
416,Longfeng,CN,46.55,125.1167,37.54,77,100,12.44,overcast clouds
417,Puerto Leguizamo,CO,-0.1934,-74.7819,73.96,96,99,0.43,overcast clouds
418,Kontagora,NG,10.3999,5.4695,78.44,17,16,5.59,few clouds
419,Ahipara,NZ,-35.1667,173.1667,68.65,75,73,17.38,broken clouds
420,Lata,PT,40.1629,-8.3327,55.08,88,95,6.46,overcast clouds
421,Mehamn,NO,71.0357,27.8492,23.77,86,100,17.69,light snow
422,Rawson,AR,-43.3002,-65.1023,56.88,68,0,6.96,clear sky
423,Cayenne,GF,4.9333,-52.3333,80.1,1,100,9.22,overcast clouds
424,Mao,ES,39.8885,4.2658,54.16,82,20,12.66,few clouds
425,Shinjo,JP,38.7586,140.3008,51.85,47,77,1.97,broken clouds
426,Tokur,RU,53.1333,132.9,26.38,80,12,2.13,few clouds
427,Atar,MR,20.5169,-13.0499,64.27,32,0,9.8,clear sky
428,Sonipat,IN,28.9833,77.0167,75.2,14,0,4.68,clear sky
429,Erdenet,MN,49.0333,104.0833,23.47,24,3,16.89,clear sky
430,San Jose,US,37.3394,-121.895,60.13,78,40,12.66,scattered clouds
431,Rovaniemi,FI,66.5,25.7167,26.01,86,100,5.75,light shower snow
432,Ustka,PL,54.5805,16.8619,39.31,90,0,8.84,clear sky
433,Bathsheba,BB,13.2167,-59.5167,79.41,73,20,23.02,few clouds
434,Yelizovo,RU,53.1873,158.3805,32.14,39,75,13.42,broken clouds
435,Tayoltita,MX,24.0833,-105.9333,61.79,30,0,5.77,clear sky
436,Dandong,CN,40.1292,124.3947,47.44,79,100,5.23,moderate rain
437,Tshikapa,CD,-6.4167,20.8,70.0,89,53,1.74,light rain
438,Vardo,NO,70.3705,31.1107,27.99,80,100,41.45,light snow
439,Papara,BR,-3.9839,-38.7273,77.4,95,99,2.77,overcast clouds
440,Amapa,BR,1.0,-52.0,71.98,100,100,1.1,moderate rain
441,Hofn,IS,64.2539,-15.2082,36.61,68,100,8.9,overcast clouds
442,Kichera,RU,55.9375,110.0997,24.84,59,100,0.31,overcast clouds
443,Maraba,BR,-5.3686,-49.1178,72.77,99,100,2.91,moderate rain
444,Tymovskoye,RU,50.8456,142.655,37.0,69,24,2.68,few clouds
445,Beloha,MG,-25.1667,45.05,71.15,76,0,5.23,clear sky
446,Kuching,MY,1.55,110.3333,82.62,83,20,5.01,few clouds
447,Hearst,CA,49.6835,-83.6665,30.45,98,100,4.18,overcast clouds
448,Enumclaw,US,47.2043,-121.9915,49.19,83,100,1.01,overcast clouds
449,Elko,US,41.0002,-115.5012,55.22,28,100,5.99,overcast clouds
450,Yerbogachen,RU,61.2767,108.0108,21.18,89,99,5.23,overcast clouds
451,Preobrazheniye,RU,42.9019,133.9064,39.18,96,100,4.29,moderate rain
452,Scarborough,GB,54.2797,-0.4044,51.66,66,87,1.99,overcast clouds
453,Aykino,RU,62.2248,49.9922,15.44,85,92,9.98,overcast clouds
454,Atherton,GB,53.5237,-2.4935,48.78,66,100,2.86,overcast clouds
455,Kalabo,ZM,-14.97,22.6814,64.45,96,100,1.63,overcast clouds
456,Along,IN,28.1667,94.7667,68.9,73,75,2.26,broken clouds
457,Cherskiy,RU,68.75,161.3,12.79,91,100,11.9,overcast clouds
458,San-Pedro,CI,4.7485,-6.6363,77.95,93,35,4.36,light rain
459,Amboasary,MG,-25.0333,46.3833,74.21,82,0,4.7,clear sky
460,Luderitz,NA,-26.6481,15.1594,62.4,83,0,14.81,clear sky
461,Lucapa,AO,-8.4192,20.7447,64.35,93,15,2.62,few clouds
462,Magadan,RU,59.5667,150.8,22.53,85,86,3.8,overcast clouds
463,Binzhou,CN,37.3667,118.0167,50.05,90,100,7.02,overcast clouds
464,Solnechnyy,RU,50.7214,136.6319,31.1,86,100,4.25,overcast clouds
465,Bemidji,US,47.4736,-94.8803,40.77,94,100,10.36,overcast clouds
466,Maralal,KE,1.0968,36.698,59.02,79,16,1.32,few clouds
467,Padang,ID,-0.9492,100.3543,86.05,48,100,2.01,overcast clouds
468,Pandan,PH,14.0453,124.1694,85.33,70,18,11.97,few clouds
469,Acarau,BR,-2.8856,-40.12,77.41,86,29,6.49,scattered clouds
470,San Vicente,AR,-26.6167,-54.1333,65.48,100,91,2.55,light rain
471,Manzhouli,CN,49.6,117.4333,32.77,45,93,7.31,overcast clouds
472,Katobu,ID,-4.9408,122.5276,87.35,61,47,4.65,scattered clouds
473,Takoradi,GH,4.8845,-1.7554,79.86,84,82,5.48,broken clouds
474,Risti,EE,58.9975,24.058,35.28,86,41,3.49,scattered clouds
475,Koumac,NC,-20.5667,164.2833,81.82,71,75,3.87,broken clouds
476,Yerofey Pavlovich,RU,53.9667,121.9667,29.23,84,100,5.57,overcast clouds
477,North Bend,US,43.4065,-124.2243,52.92,92,20,6.91,few clouds
478,Srandakan,ID,-7.9386,110.2506,83.43,73,98,3.15,overcast clouds
479,Torrelavega,ES,43.3494,-4.0479,53.8,84,100,1.99,overcast clouds
480,Kungurtug,RU,50.5994,97.5228,15.31,69,100,3.31,overcast clouds
481,Mabaruma,GY,8.2,-59.7833,72.97,98,99,4.63,overcast clouds
482,Port Elizabeth,ZA,-33.918,25.5701,62.1,99,100,4.61,light intensity drizzle rain
483,Kaseda,JP,31.4167,130.3167,66.06,62,100,20.15,overcast clouds
484,Port-Gentil,GA,-0.7193,8.7815,80.87,80,95,7.4,light rain
485,Hami,CN,42.8,93.45,40.41,25,0,4.59,clear sky
486,Nauta,PE,-4.5061,-73.5757,73.85,97,96,0.38,overcast clouds
487,Karratha,AU,-20.7377,116.8463,92.82,46,55,9.86,broken clouds
488,Huarmey,PE,-10.0681,-78.1522,71.1,82,98,8.55,overcast clouds
489,Alyangula,AU,-13.8483,136.4192,89.47,58,40,11.5,scattered clouds
490,Karla,EE,59.3723,24.9275,37.56,88,0,3.44,clear sky
491,Ulety,RU,51.3572,112.4849,28.44,66,100,7.63,overcast clouds
492,Semirom,IR,31.4167,51.5667,39.85,57,4,9.51,clear sky
493,Lebyazhye,RU,55.2689,66.4947,29.73,94,100,14.09,overcast clouds
494,Bitkine,TD,11.9801,18.2138,75.09,17,79,9.22,broken clouds
495,Santa Maria,BR,-29.6842,-53.8069,69.1,78,75,12.66,broken clouds
496,Tommot,RU,58.9564,126.2925,27.57,85,100,0.92,overcast clouds
497,Touros,BR,-5.1989,-35.4608,77.85,87,94,7.29,overcast clouds
498,Tutoia,BR,-2.7619,-42.2744,76.69,87,99,4.54,overcast clouds
499,Tetouan,MA,35.5711,-5.3724,48.97,76,90,3.44,overcast clouds
500,Zima,RU,53.9202,102.0442,21.79,77,93,2.15,overcast clouds
501,Nova Gradiska,HR,45.255,17.3831,33.69,54,0,1.28,clear sky
502,Manono,CD,-7.3,27.4167,66.13,88,32,2.46,scattered clouds
503,Half Moon Bay,US,37.4636,-122.4286,57.29,84,100,18.41,mist
504,Sistranda,NO,63.7256,8.834,44.56,90,100,36.86,overcast clouds
505,Zhezkazgan,KZ,47.8043,67.7144,26.58,93,0,4.47,clear sky
506,Hibbing,US,47.4272,-92.9377,33.15,80,0,0.0,clear sky
507,Inuvik,CA,68.3499,-133.7218,0.46,60,0,10.36,clear sky
508,Salalah,OM,17.0151,54.0924,69.89,49,0,4.61,clear sky
509,Moerai,PF,-22.4333,-151.3333,80.37,71,100,11.9,overcast clouds
510,Frome,GB,51.2283,-2.3221,46.71,82,0,3.71,clear sky
511,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,94,20,3.44,few clouds
512,Bone,DE,51.9669,12.1396,40.35,62,0,1.57,clear sky
513,Caravelas,BR,-17.7125,-39.2481,74.37,92,3,2.48,clear sky
514,Asosa,ET,10.0667,34.5333,67.53,26,3,5.68,clear sky
515,Chimbote,PE,-9.0853,-78.5783,69.85,83,100,6.33,overcast clouds
516,Jumla,NP,29.2747,82.1838,56.3,27,0,2.13,clear sky
517,Brufut,GM,13.3814,-16.7518,67.37,78,8,15.77,clear sky
518,Zhengjiatun,CN,43.5064,123.5064,47.98,36,90,15.1,overcast clouds
519,West Bay,KY,19.3667,-81.4167,80.67,81,20,5.75,few clouds
520,Atambua,ID,-9.1061,124.8925,82.65,68,44,3.29,light rain
521,Newton Abbot,GB,50.5286,-3.6119,48.61,59,1,6.29,clear sky
522,Campbell River,CA,50.0163,-125.2446,44.13,87,100,0.0,overcast clouds
523,Mahajanga,MG,-15.7167,46.3167,75.22,94,20,2.3,few clouds
524,Chalus,IR,36.655,51.4204,47.66,81,75,4.61,broken clouds
525,Bacungan,PH,9.9106,118.7022,87.08,65,79,7.52,broken clouds
526,Tromso,NO,69.6496,18.957,27.37,86,75,5.75,broken clouds
527,Mandera,KE,3.9366,41.867,79.77,66,91,7.31,light rain
528,Beckley,US,37.7782,-81.1882,48.61,51,0,6.91,clear sky
529,Mananjary,MG,-21.2167,48.3333,73.72,91,24,2.98,few clouds
530,Whitehorse,CA,60.7161,-135.0538,36.37,48,75,5.75,broken clouds
531,Ugep,NG,5.8086,8.0812,77.88,88,90,4.09,overcast clouds
532,Williams Lake,CA,52.1415,-122.1445,40.57,35,100,6.91,overcast clouds
533,Kununurra,AU,-15.7667,128.7333,93.18,49,54,6.91,broken clouds
534,Snasa,NO,64.2457,12.3778,44.44,96,100,19.06,light rain
535,Gandara,PH,12.013,124.8118,89.02,59,68,6.51,broken clouds
536,Sechura,PE,-5.5569,-80.8222,72.07,72,77,11.88,broken clouds
537,Hermosillo,MX,29.0667,-110.9667,80.2,9,0,6.91,clear sky
538,Rudsar,IR,37.1376,50.288,42.78,91,88,6.93,overcast clouds
539,Priiskovyy,RU,51.9333,116.6333,29.89,61,100,3.02,overcast clouds
540,Berlevag,NO,70.8578,29.0864,26.4,78,100,23.85,light snow
541,Nadvoitsy,RU,63.8667,34.3167,9.55,95,84,5.37,broken clouds
542,Warri,NG,5.5167,5.75,78.42,93,93,2.24,overcast clouds
543,Kirakira,SB,-10.4544,161.9205,83.12,79,49,3.76,scattered clouds
544,Muzhi,RU,65.3667,64.6667,11.62,91,100,8.19,overcast clouds
545,Mirnyy,RU,62.5353,113.9611,24.24,58,65,4.65,broken clouds
546,San Nicolas,PH,18.1725,120.5953,89.51,62,40,11.5,scattered clouds
547,Fairbanks,US,64.8378,-147.7164,30.97,45,0,6.91,clear sky
548,Salcininkai,LT,54.3,25.3833,32.85,86,18,3.18,few clouds
549,Los Zacatones,MX,22.95,-102.05,53.11,11,0,8.95,clear sky
550,Andenes,NO,69.3143,16.1194,28.38,80,0,6.91,clear sky
551,Muskogee,US,35.5834,-95.3336,46.47,70,0,9.22,clear sky
552,Kiunga,PG,-6.1219,141.2906,88.05,58,100,4.83,overcast clouds
553,Coruripe,BR,-10.1256,-36.1756,77.52,80,63,5.79,broken clouds
554,Tuy Hoa,VN,13.0833,109.3,87.69,61,32,5.75,scattered clouds
555,Shenjiamen,CN,29.9576,122.298,58.93,97,100,30.29,light rain
556,Chiang Rai,TH,19.9167,99.9167,87.58,68,20,4.61,few clouds
557,Nola,IT,40.922,14.5329,51.93,99,0,1.25,clear sky
558,Luwuk,ID,-0.9516,122.7875,86.47,65,100,3.31,overcast clouds
559,Hurghada,EG,27.2574,33.8129,54.77,41,0,13.62,clear sky
560,Nara,JP,34.6851,135.8049,63.77,31,50,2.24,scattered clouds
561,Kalino,RU,58.2504,57.6085,32.94,97,100,11.59,snow
562,Mackenzie,CA,55.2999,-123.1698,37.62,44,0,5.75,clear sky
563,Kautokeino,NO,69.0125,23.0412,13.6,97,100,4.72,overcast clouds
564,Puerto Ayacucho,VE,5.6639,-67.6236,81.12,62,75,7.05,broken clouds
565,Trani,IT,41.2727,16.4154,48.85,53,0,4.0,clear sky
566,Deputatskiy,RU,69.3,139.9,4.41,82,36,0.4,scattered clouds
567,Deep River,CA,46.1001,-77.4995,38.43,98,100,5.3,overcast clouds
568,Mirandopolis,BR,-21.1336,-51.1017,76.59,69,24,6.73,few clouds
569,Kushmurun,KZ,52.4503,64.6311,33.62,81,100,14.97,overcast clouds
570,Harnosand,SE,62.6323,17.9379,32.02,89,100,7.9,light snow
571,Manyana,BW,-23.4,21.7167,66.83,68,100,1.81,overcast clouds
572,Carutapera,BR,-1.195,-46.02,75.09,95,100,4.94,overcast clouds
573,Durham,US,36.0335,-78.8664,61.74,60,40,14.97,scattered clouds
574,Bonavista,CA,48.6499,-53.1147,28.13,78,80,27.56,broken clouds
575,Seoul,KR,37.5683,126.9778,58.39,51,100,10.36,haze
576,Zyryanka,RU,65.75,150.85,8.47,81,97,3.47,overcast clouds
577,Akbarpur,IN,26.4167,82.55,89.42,10,6,6.15,clear sky
578,Sobolevo,RU,54.4299,31.8996,20.93,99,51,2.84,broken clouds
579,Ancud,CL,-41.8697,-73.8203,53.22,90,19,4.59,few clouds
580,Camocim,BR,-2.9022,-40.8411,75.87,90,49,5.7,scattered clouds
581,Arkhangelsk,RU,64.5401,40.5433,10.51,85,20,0.0,few clouds
582,Necochea,AR,-38.5473,-58.7368,61.56,82,100,3.27,light rain
583,Anadyr,RU,64.75,177.4833,10.9,78,40,2.24,fog
584,Vanimo,PG,-2.6741,141.3028,83.71,75,100,6.55,overcast clouds
585,Savinka,RU,50.0785,47.0994,17.17,98,57,3.36,broken clouds
586,Port Macquarie,AU,-31.4333,152.9167,71.49,83,75,10.36,light rain
587,Basco,PH,20.4487,121.9702,79.02,84,68,18.75,broken clouds
588,Maykor,RU,59.0059,55.88,23.72,82,100,13.82,overcast clouds
589,Muncar,ID,-8.4333,114.3333,83.32,75,77,1.77,broken clouds
590,Ishigaki,JP,24.3448,124.1572,75.33,83,75,14.97,broken clouds
591,Balabac,PH,7.9868,117.0645,84.81,71,100,13.67,overcast clouds
592,Palmer,US,42.1584,-72.3287,42.62,87,100,9.22,moderate rain
593,Nome,US,64.5011,-165.4064,24.87,58,0,8.05,clear sky
594,Kieta,PG,-6.2167,155.6333,84.42,72,73,3.49,light rain
595,Ayan,RU,56.45,138.1667,24.73,79,28,3.44,scattered clouds
596,Chalchuapa,SV,13.9867,-89.6811,72.16,77,99,4.18,overcast clouds
597,Mbandaka,CD,0.0487,18.2603,72.48,88,61,3.13,broken clouds
598,Koltsovo,RU,54.9376,83.1825,20.59,95,98,10.29,overcast clouds
599,Linxia,CN,35.6003,103.2064,41.14,40,86,7.2,overcast clouds
600,Mayo,US,38.8876,-76.5119,52.18,96,100,9.22,mist
601,Broken Arrow,US,36.0526,-95.7908,45.05,65,0,10.36,clear sky
602,Moba,CN,33.2288,105.0179,45.84,52,96,8.61,overcast clouds
603,Jacareacanga,BR,-6.2222,-57.7528,73.09,99,92,1.34,moderate rain
604,Olafsvik,IS,64.8945,-23.7142,27.19,90,100,24.85,light snow
605,Bubaque,GW,11.2833,-15.8333,75.38,70,0,13.8,clear sky
606,Sabang,ID,5.8933,95.3214,82.67,68,53,1.74,moderate rain
607,Muravlenko,RU,63.7898,74.523,15.64,94,100,14.29,overcast clouds
608,Alugan,PH,12.2188,125.4808,83.19,76,97,9.48,overcast clouds
609,Cetraro,IT,39.5166,15.9416,56.07,74,0,2.37,clear sky
610,Erzin,TR,36.9559,36.2,43.99,87,100,0.85,overcast clouds
611,Moussoro,TD,13.6408,16.4901,72.34,18,15,18.5,few clouds
612,Paveh,IR,35.0434,46.3565,30.81,81,8,4.16,clear sky
613,Belaya Gora,RU,68.5333,146.4167,7.25,87,90,3.89,overcast clouds
614,Bosaso,SO,11.2842,49.1816,76.82,81,23,2.28,few clouds
615,Rio Gallegos,AR,-51.6226,-69.2181,50.05,76,0,10.36,clear sky
616,Pontianak,ID,-0.0333,109.3333,84.18,79,20,5.75,few clouds
617,Botou,CN,38.0667,116.5667,60.37,46,100,15.82,moderate rain
618,Almaty,KZ,43.25,76.95,31.91,93,100,6.71,light snow
619,Carroll,US,39.5501,-77.0164,48.87,89,100,3.44,drizzle
620,Vostok,RU,46.4856,135.8833,33.37,85,100,7.58,snow
621,Dubti,ET,11.7361,41.0853,77.52,67,11,11.63,few clouds
622,Tulun,RU,54.5611,100.5792,21.15,75,97,3.98,overcast clouds
623,Diglur,IN,18.55,77.6,91.06,34,39,6.78,scattered clouds
624,Kiruna,SE,67.8557,20.2251,25.72,86,100,4.61,overcast clouds
625,Divinopolis,BR,-20.1389,-44.8839,65.62,84,2,2.98,clear sky
626,Bonthe,SL,7.5264,-12.505,76.5,91,9,4.36,clear sky
627,Fort Nelson,CA,58.8053,-122.7002,20.79,45,20,3.44,few clouds
628,Lircay,PE,-12.9896,-74.7205,47.79,90,75,3.04,broken clouds
629,Toguchin,RU,55.2353,84.3858,18.12,94,81,11.41,broken clouds
630,Varna,BG,43.2167,27.9167,42.94,53,78,5.75,broken clouds
631,Cockburn Town,TC,21.4612,-71.1419,77.97,81,0,25.59,clear sky
632,Hirara,JP,24.8,125.2833,75.06,83,75,19.57,broken clouds
633,Sao Filipe,CV,14.8961,-24.4956,69.49,72,48,7.65,scattered clouds
634,Pitea,SE,65.3172,21.4794,30.29,96,100,5.03,light snow
635,Makubetsu,JP,45.3714,141.8211,40.71,65,40,13.8,scattered clouds
636,Pingliang,CN,35.5392,106.6861,48.06,29,100,17.27,light rain
637,San Quintin,MX,30.4833,-115.95,63.23,66,15,8.77,few clouds
638,Bani Walid,LY,31.7566,13.9942,48.34,84,0,7.67,clear sky
639,Tiarei,PF,-17.5333,-149.3333,84.22,74,43,10.63,light rain
640,Irbeyskoye,RU,55.6428,95.4522,23.85,93,100,2.53,snow
641,Progreso,MX,21.2833,-89.6667,72.1,64,100,14.74,overcast clouds
642,Ahuimanu,US,21.4447,-157.8378,80.31,65,0,13.8,clear sky
643,Guarapari,BR,-20.6667,-40.4975,73.99,88,24,6.13,few clouds
644,Glace Bay,CA,46.1969,-59.957,30.06,90,100,3.44,overcast clouds
645,Carbonia,IT,39.1672,8.5222,54.25,87,65,12.8,broken clouds
646,Rafai,CF,4.95,23.9167,74.66,61,97,1.61,overcast clouds
647,Haines Junction,CA,60.7522,-137.5108,35.55,51,100,3.44,overcast clouds
648,Tautira,PF,-17.7333,-149.15,80.85,73,52,12.46,light rain
649,Krasnyy Yar,RU,46.5331,48.3456,37.33,74,97,9.17,overcast clouds
650,Kulaman,PH,6.4594,124.0892,84.99,67,86,6.24,overcast clouds
651,Mahibadhoo,MV,3.7833,72.9667,82.81,66,98,13.18,overcast clouds
652,La Ligua,CL,-32.4524,-71.2311,63.34,56,0,0.96,clear sky
653,Peniche,PT,39.3558,-9.3811,57.29,90,86,11.97,overcast clouds
654,Hay River,CA,60.8156,-115.7999,-2.22,71,20,2.3,few clouds
655,Sheridan,US,44.8333,-106.9173,43.18,46,100,11.5,overcast clouds
656,Muisne,EC,0.6,-80.0333,77.63,85,91,0.63,light rain
657,Jalu,LY,29.0331,21.5482,49.89,47,0,8.19,clear sky
658,Matucana,PE,-11.85,-76.4,61.74,88,85,1.9,overcast clouds
659,Marzuq,YE,14.4,46.4667,67.71,66,60,4.0,broken clouds
660,Aksu,CN,41.1231,80.2644,41.61,78,100,7.02,overcast clouds
661,Matagami,CA,49.7502,-77.6328,33.91,100,100,4.61,light snow
662,Gao,ML,16.6362,1.637,81.73,12,77,10.98,broken clouds
663,Kibala,TD,9.1104,18.3463,82.35,61,0,6.91,clear sky
664,Zirandaro,MX,18.45,-100.9833,79.68,21,0,4.59,clear sky
665,Pacific Grove,US,36.6177,-121.9166,54.21,91,100,6.91,overcast clouds
666,Gremyachinsk,RU,58.5603,57.851,29.84,96,100,14.54,snow
667,San Luis,AR,-33.295,-66.3356,48.25,42,0,4.34,clear sky
668,Port Hedland,AU,-20.3167,118.5667,100.45,18,12,16.11,few clouds
669,Bansi,IN,27.1833,82.9333,87.3,11,0,8.75,clear sky
670,Saint-Augustin,CA,51.226,-58.6502,14.68,93,100,4.5,overcast clouds
671,Cap Malheureux,MU,-19.9842,57.6142,80.47,82,9,11.77,clear sky
672,Teknaf,BD,20.8624,92.3058,82.53,68,53,5.32,broken clouds
